"","name","inDegree1.x","outDegree1.x","TotalDegree.x","betweenness1.x","inCloseness1.x","outCloseness1.x","County","Orgtype","address","lon","lat","inDegree1.y","outDegree1.y","TotalDegree.y","betweenness1.y","inCloseness1.y","outCloseness1.y","inDegreeR","outDegreeR","TotalDegreeR","betweennessR","inClosenessR","outClosenessR","inDegreeM","outDegreeM","TotalDegreeM","betweennessM","inClosenessM","outClosenessM","inDegreeE","outDegreeE","TotalDegreeE","betweennessE","inClosenessE","outClosenessE"
"189","Del Valle Independent School District",1,0,1,0,0.0014568245994191,0.00125786163522013,"Travis","NGO","Del Valle, TX",-97.6472349,30.2091069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Devils River Conservancy",1,0,1,0,0.00126262023913455,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","DeWitt County Historical Museum",1,0,1,0,0.00125944584382872,0.00125786163522013,"DeWitt","NGO","Cuero, TX",-97.2891568,29.0938652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Dig Together",1,0,1,0,0.00145610058464089,0.00125786163522013,"Caldwell","NGO","Lockhart, TX",-97.6699996,29.8849441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","DiscoverU",1,0,1,0,0.00125944584382872,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Dixon Water Foundation",1,0,1,0,0.00126581471278441,0.00125786163522013,"Wise","NGO","Decatur, TX",-97.5861393,33.2342834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Dogwood Canyon Audubon Center at Cedar Hill",2,4,6,1.27056327246276e-05,0.00126103404791929,0.00126422250316056,"Travis","NGO","Cedar Hill, TX",-96.9561152,32.5884689,2,4,6,1.27056327246276e-05,0.00126103404791929,0.00126422250316056,1,0,1,0,0.00268817204301075,0.00268096514745308,1,2,3,7.92060386683881e-06,0.00198807157057654,0.00199203187250996,1,0,1,0,0.00421940928270042,0.00420168067226891
"196","Don Harrington Discovery Center",1,0,1,0,0.00125944584382872,0.00125786163522013,"Potter","NGO","Amarillo, TX",-101.8312969,35.2219971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Downtown Austin Alliance",1,0,1,0,0.00145676312371111,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Downtown Austin Neighborhood Association",0,4,4,0,0.00125786163522013,0.00255493594962207,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","E4 Youth",1,0,1,0,0.00126262023913455,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Earthjustice",1,0,1,0,0.00125944584382872,0.00125786163522013,"San Francisco","NGO","San Francisco, CA",-122.4194155,37.7749295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","EarthShare of Texas",2,0,2,0,0.00145656269548484,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","EarthWorks",1,0,1,0,0.00145641842130847,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","EarthX",4,0,4,0,0.00145590567784878,0.00125786163522013,"Dallas","NGO","Dallas, TX",-96.7969879,32.7766642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","East End Chamber",1,0,1,0,0.00125944584382872,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","East Texas Arboretum",1,0,1,0,0.00125944584382872,0.00125786163522013,"Henderson","NGO","Athens, TX",-95.8555207,32.2048735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Eco-vative Associates",1,0,1,0,0.00145666423889294,0.00125786163522013,"Travis","Private","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Eco Centro",1,0,1,0,0.0014567657964601,0.00125786163522013,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,1,0,1,0,0.0014567657964601,0.00125786163522013,1,0,1,0,0.00304473800520552,0.00268096514745308,1,0,1,0,0.00223525752121939,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"208","Economic Alliance",1,0,1,0,0.00125944584382872,0.00125786163522013,"Harris","NGO","Deer Park, TX",-95.1238204,29.7052284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","EcoRise",1,10,11,0.0106855804723005,0.00145340323336457,0.00253945916556058,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Ed Rachal Foundation",1,0,1,0,0.00145609524403349,0.00125786163522013,"Nueces","NGO","Corpus Christi, TX",-97.396381,27.8005828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Edwards Aquifer Authority",2,10,12,0.000800601650211428,0.00145466004191766,0.00253185546102728,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Edwards Aquifer Habitat Conservation Plan",1,0,1,0,0.00145638636426167,0.00125786163522013,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","El Buen Samaritano",1,10,11,0.00155554163069545,0.00145583360225306,0.00127388535031847,"Travis","NGO","Austin, TX",-97.7430608,30.267153,1,10,11,0.00155554163069545,0.00145583360225306,0.00127388535031847,0,4,4,0,0.00268096514745308,0.002710027100271,1,4,5,0.000110888454135743,0.00201195976080478,0.002,1,10,11,0.00089394264463992,0.0042912238135762,0.0043859649122807
"214","El Paso Museum Foundation",1,0,1,0,0.00125944584382872,0.00125786163522013,"El Paso","NGO","El Paso, TX",-106.4850217,31.7618778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Energy Foundation",1,0,1,0,0.00145617802785078,0.00125786163522013,"DC","NGO","Washington, DC",-77.0368707,38.9071923,1,0,1,0,0.00145617802785078,0.00125786163522013,1,0,1,0,0.00304376641547412,0.00268096514745308,1,0,1,0,0.00223389750718356,0.00198412698412698,1,0,1,0,0.00438312589003347,0.00420168067226891
"216","Environment Texas",2,0,2,0,0.00146067043669263,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,2,0,2,0,0.00146067043669263,0.00125786163522013,2,0,2,0,0.00306314021277297,0.00268096514745308,2,0,2,0,0.00223918801611503,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"217","Environmental Defense Fund",6,10,16,0.00545834959667835,0.00145491326408142,0.00253537227503361,"Travis","NGO","Austin, TX",-97.7430608,30.267153,6,10,16,0.00545834959667835,0.00145491326408142,0.00253537227503361,4,3,7,0.00718947144692732,0.00303720577069096,0.00372145136603275,4,10,14,0.00246758870039109,0.00223100430676975,0.00257856154201056,2,3,5,0.00275334334549095,0.00436576649596581,0.00489123704957279
"218","Environmental Institute of Houston",1,0,1,0,0.00145658941606174,0.00125786163522013,"Harris","University","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Environmental Stewardship",1,0,1,0,0.00145438559535476,0.00125786163522013,"Bastrop","NGO","Bastrop, TX",-97.3152701,30.1104947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Envirothon",1,0,1,0,0.00145496925140549,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","EPA",2,0,2,0,0.00146312249504768,0.00125786163522013,"District of Columbia","Federal Agency","Washington, DC",-77.0368707,38.9071923,2,0,2,0,0.00146312249504768,0.00125786163522013,2,0,2,0,0.00306349337066623,0.00268096514745308,1,0,1,0,0.00224035489359428,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"222","Every Texan",2,0,2,0,0.00145857214237428,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Evolve Austin",1,0,1,0,0.00125944584382872,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Exploration Green Conservancy",1,0,1,0,0.00126580865883268,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Explore Victoria",1,0,1,0,0.00125944584382872,0.00125786163522013,"Victoria","NGO","Victoria, TX",-97.0035982,28.8052674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Families in Nature",2,11,13,0.00335952971704716,0.0014540047392497,0.00253233995866609,"Travis","NGO","Austin, TX",-97.7430608,30.267153,2,11,13,0.00335952971704716,0.0014540047392497,0.00253233995866609,1,2,3,7.24574674665971e-06,0.00268817204301075,0.00269541778975741,1,11,12,0.000330213746924637,0.00200796800025549,0.00282397062621408,1,8,9,0.0011442465851391,0.00427319606216869,0.00469288345016039
"227","Farish Fund",1,0,1,0,0.00145842211217727,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Farm and Ranch Freedom Alliance",3,6,9,0.00497426344006623,0.00145282083279203,0.00253506466969129,"Milam","NGO","Cameron, TX",-96.9769304,30.8532454,3,6,9,0.00497426344006623,0.00145282083279203,0.00253506466969129,2,6,8,0.00365547923368982,0.00272465593894427,0.00382491748665906,2,4,6,0.000178213587003873,0.00199998409555391,0.0020406838522269,1,0,1,0,0.00421940928270042,0.00420168067226891
"229","Farm&City",1,11,12,1.58820409057846e-05,0.00125944584382872,0.00127551020408163,"Travis","NGO","Austin, TX",-97.7430608,30.267153,1,11,12,1.58820409057846e-05,0.00125944584382872,0.00127551020408163,1,3,4,1.44914934933194e-05,0.00268817204301075,0.0027027027027027,0,9,9,0,0.00198412698412698,0.00202020202020202,0,8,8,0,0.00420168067226891,0.00434782608695652
"230","Farmshare Austin",2,10,12,0.000505419481758417,0.00145281551621609,0.00253196041978246,"Travis","NGO","Austin, TX",-97.7430608,30.267153,2,10,12,0.000505419481758417,0.00145281551621609,0.00253196041978246,1,0,1,0,0.00272463598277327,0.00268096514745308,1,7,8,5.94045290012911e-05,0.00199599214301304,0.00210929768354664,2,0,2,0,0.0042916123424598,0.00420168067226891
"231","FEMA",1,0,1,0,0.00126103204514304,0.00125786163522013,"Denton","Federal Agency","Denton, TX",-97.1330683,33.2148412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Fiesta San Antonio Commission",1,6,7,9.52922454347073e-06,0.00125944584382872,0.00126742712294043,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Food Policy Council of San Antonio",1,0,1,0,0.00145464671687702,0.00125786163522013,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Food+City",1,0,1,0,0.00126103204514304,0.00125786163522013,"Travis","Private","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","For Oak Cliff",1,0,1,0,0.00145599111001902,0.00125786163522013,"Dallas","NGO","Dallas, TX",-96.7969879,32.7766642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Fort Bend Chamber of Commerce",2,0,2,0,0.00145855606623388,0.00125786163522013,"Fort Bend","NGO","Sugar Land, TX",-95.6225521,29.5984434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Fort Bend Community Church",1,0,1,0,0.00125944584382872,0.00125786163522013,"Fort Bend","NGO","Missouri City, TX",-95.5377215,29.6185669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Fort Worth Independent School District",1,0,1,0,0.00145705985873493,0.00125786163522013,"Tarrant","NGO","Fort Worth, TX",-97.3307658,32.7554883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Fort Worth Nature Center",1,0,1,0,0.00145611393633078,0.00125786163522013,"Tarrant","NGO","Fort Worth, TX",-97.3307658,32.7554883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Foundation of the Flora of Virginia",1,0,1,0,0.00145637300757534,0.00125786163522013,"Richmond","NGO","Richmond, VA",-77.4360481,37.5407246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Friends for the Preservation of Historic Landa Park",1,7,8,0.000597958840102789,0.001454239088628,0.00253558278486187,"Comal","NGO","New Braunfels, TX",-98.1244531,29.7030024,1,7,8,0.000597958840102789,0.001454239088628,0.00253558278486187,0,7,7,0,0.00268096514745308,0.0038039532481875,0,6,6,0,0.00198412698412698,0.00261139982452224,0,7,7,0,0.00420168067226891,0.00432900432900433
"242","Friends of Balcones Canyonlands National Wildlife Refuge",1,0,1,0,0.00126262224695873,0.00125786163522013,"Burnet","NGO","Lago Vista, TX",-97.9883477,30.4601975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Friends of Enchanted Rock, Inc.",1,5,6,0.000921500222491897,0.00145460940806191,0.00253417465378514,"Gillespie","NGO","Fredericksburg, TX",-98.8719843,30.2752011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Friends of Hondo Canyon",0,10,10,0,0.00125786163522013,0.00260906996842171,"Bandera","NGO","Tarpley, TX",-99.2764299,29.6571703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Friends of Oak Cliff",1,0,1,0,0.00145571349211733,0.00125786163522013,"Dallas","NGO","Dallas, TX",-96.7969879,32.7766642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Friends of the Brazos",0,2,2,0,0.00125786163522013,0.00269956004651131,"Somervell","NGO","Glen Rose, TX",-97.7553061,32.2345872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Friends of the Molly Hollar Wildscape",0,5,5,0,0.00125786163522013,0.00255641663795796,"Tarrant","NGO","Arlington, TX",-97.1080656,32.735687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Friends of the Neches River",1,0,1,0,0.00126262224695873,0.00125786163522013,"Cherokee","NGO","Jacksonville, TX",-95.2705042,31.963778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Frontier Alliance",1,0,1,0,0.00125944584382872,0.00125786163522013,"El Paso","NGO","El Paso, TX",-106.4850217,31.7618778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Ft. Griffin State Historic Site",1,0,1,0,0.00125944584382872,0.00125786163522013,"Shackleford","State Agency","Albany, TX",-99.2973005,32.723452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Ft. Robinson State Park, Nebraska",1,0,1,0,0.00125944584382872,0.00125786163522013,"Dawes","State Agency","Crawford, NE",-103.4054788,42.6830238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Future Farmers of America",1,0,1,0,0.00126103204514304,0.00125786163522013,"Marion","NGO","Indianapolis, IN",-86.158068,39.768403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Galena Park Independent School District",1,0,1,0,0.00125944584382872,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Galveston Bay Estuary Program",1,0,1,0,0.00145561741827735,0.00125786163522013,"Harris","State Agency","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Galveston Bay Foundation",7,0,7,0,0.00145925570607576,0.00125786163522013,"Galveston","NGO","Kemah, TX",-95.0204837,29.5427297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Garden Club of America",2,0,2,0,0.001456415749834,0.00125786163522013,"New York","NGO","New York, NY",-74.0059728,40.7127753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Gateway Mountain Center",1,0,1,0,0.00125944584382872,0.00125786163522013,"Nevada","NGO","Truckee, CA",-120.1832533,39.327962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Gemini Ink",1,0,1,0,0.00145549467571249,0.00125786163522013,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,1,0,1,0,0.00145549467571249,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00198807157057654,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"259","General Land Office",1,0,1,0,0.00145699301597554,0.00125786163522013,"Travis","State Agency","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Generation SERVE",1,0,1,0,0.00126103204514304,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","George Ranch Historical Park",1,0,1,0,0.00145670165319126,0.00125786163522013,"Fort Bend","NGO","Richmond, TX",-95.7607832,29.5821811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Ghostwire Academy",1,0,1,0,0.00145549467571249,0.00125786163522013,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Girl Forward",1,0,1,0,0.00126262023913455,0.00125786163522013,"Cook","NGO","Chicago, IL",-87.6297982,41.8781136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Girl Scouts of Central Texas",3,0,3,0,0.00126422049024369,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Girl Scouts of Northeast Texas",1,0,1,0,0.00126262224695873,0.00125786163522013,"Collin","NGO","Dallas, TX",-96.7969879,32.7766642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Gladys Porter Zoo",1,0,1,0,0.00126103204514304,0.00125786163522013,"Cameron","NGO","Brownsville, TX",-97.4974838,25.9017472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Global Real Estate Sustainability Benchmark",1,0,1,0,0.00125944584382872,0.00125786163522013,"N/A","NGO","Amsterdam, N/A",4.9041389,52.3675734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Go Austin Vamos Austin",4,7,11,0.00483402343665795,0.00145334470627428,0.00253364094414821,"Travis","NGO","Austin, TX",-97.7430608,30.267153,4,7,11,0.00483402343665795,0.00145334470627428,0.00253364094414821,0,4,4,0,0.00268096514745308,0.00375787942459997,0,5,5,0,0.00198412698412698,0.00260345229160736,3,2,5,0.000250303940499178,0.00432868806049205,0.00423728813559322
"269","Good Politics",1,0,1,0,0.00145823461782866,0.00125786163522013,"Travis","Private","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Goodwill of Central Texas",2,0,2,0,0.00126103404791929,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,2,0,2,0,0.00126103404791929,0.00125786163522013,1,0,1,0,0.00268817204301075,0.00268096514745308,1,0,1,0,0.00199202398349353,0.00198412698412698,1,0,1,0,0.00421940928270042,0.00420168067226891
"271","Govalle/Johnston Terrace Neighborhood Association",1,0,1,0,0.00125944584382872,0.00125786163522013,"Travis","NGO","Austin, TX",-97.7430608,30.267153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Great Plains Restoration Council",0,9,9,0,0.00125786163522013,0.00127226463104326,"Tarrant","NGO","Fort Worth, TX",-97.3307658,32.7554883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Great Springs Project",5,10,15,0.0123390676967924,0.00145466004191766,0.00253849301754565,"Travis","NGO","Austin, TX",-97.7430608,30.267153,5,10,15,0.0123390676967924,0.00145466004191766,0.00253849301754565,3,6,9,0.00100724505667554,0.00303586730321949,0.00372171198751426,4,5,9,0.00414185977538928,0.0022303217338867,0.00257987085258833,1,1,2,1.78788528927984e-05,0.00421940928270042,0.00421940928270042
"274","Greater Edwards Aquifer Alliance",7,10,17,0.0128448616252003,0.00145478264374682,0.00253814408602838,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,7,10,17,0.0128448616252003,0.00145478264374682,0.00253814408602838,4,10,14,0.00853709408291618,0.00303653638946028,0.00372446936323588,1,7,8,0.00680841907387019,0.00223024262202043,0.00258032082159877,2,4,6,0.00325395122648931,0.00436536442504282,0.00489376200210618
"275","Greater Fort Bend Economic Development Council",1,0,1,0,0.00145643177882781,0.00125786163522013,"Fort Bend","NGO","Sugar Land, TX",-95.6225521,29.5984434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Greater Houston Black Chamber",1,0,1,0,0.00125944584382872,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Greater Houston Partnership",2,0,2,0,0.00145855606623388,0.00125786163522013,"Harris","NGO","Houston, TX",-95.3698028,29.7604267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Greater San Antonio Chamber of Commerce",1,0,1,0,0.00126103204514304,0.00125786163522013,"Bexar","NGO","San Antonio, TX",-98.4936282,29.4241219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
